,Название,ИНН,Адрес,ОКВЭД,Деятельность
177,"ООО ""ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ""",7728720448,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,09.10,Предоставление услуг в области добычи нефти и природного газа
178,"ООО ""ОТКРЫТИЕ КАПИТАЛ""",9701158264,Г.Москва,64.20,Деятельность холдинговых компаний
179,"ООО ""СИНАРА - ГОРОДСКИЕ ТРАНСПОРТНЫЕ РЕШЕНИЯ""",9709063342,Г.Москва,70.10.1,Деятельность по управлению финансово-промышленными группами
180,"АО ""СТМ""",6672241304,Свердловская область,70.10.2,Деятельность по управлению холдинг-компаниями
181,"ООО ""СИГМА МИНЕРАЛ""",9727012823,Г.Москва,71.12,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях"
182,"ООО ""СОРТОПРОКАТ-ЦЕНТР""",9725126416,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
183,"ООО ""ЭНЕРГОДРАЙВ""",9725091234,Г.Москва,46.90,Торговля оптовая неспециализированная
184,"АО ""БРИГИТА»",9725090512,Г.Москва,64.99.1,Вложения в ценные бумаги
185,"ООО ""БОЛЬШЕЮГАНСКИЙ""",9723124220,Г.МОСКВА,06.10.1,Добыча сырой нефти
186,"ООО ""СТАРТАП-СТУДИЯ ДВФУ""",2540273052,Приморский край,72.19,Научные исследования и разработки в области естественных и технических наук прочие
187,"ООО ""РАДАМАНТ""",7728864400,Г.МОСКВА,70.10.1,Деятельность по управлению финансово-промышленными группами
188,"АО ""КРП""",2461007121,КРАСНОЯРСКИЙ КРАЙ,52.24.2,Транспортная обработка прочих грузов
189,"ООО ""РУСЭНЕРГОСБЫТ""",7706284124,Г.МОСКВА,35.14,Торговля электроэнергией
190,"АО ""ГРУППА ОРГСИНТЕЗ""",7727641232,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
191,"АО ""МОСМЕТРОСТРОЙ""",7710068052,Г.МОСКВА,42.12,Строительство железных дорог и метро
192,"ООО ""ФРИИ ИНВЕСТ""",7709961670,МОСКВА ГОРОД,70.10.1,Деятельность по управлению финансово-промышленными группами
193,"ЗПИФ комбинированный ""РИКо-Фонд""",7709853192,Г.МОСКВА,66.12.2,Деятельность по управлению ценными бумагами
194,"ООО УНПЦ ""ЭКОЛОГИЯ""",1513054740,РЕСПУБЛИКА СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,71.20,"Технические испытания, исследования, анализ и сертификация"
195,"ООО ""ЭЛЬГАУГОЛЬ""",1434045743,РЕСПУБЛИКА САХА (ЯКУТИЯ),05.10.11,Добыча антрацита открытым способом
196,"ООО ""ЦНН""",1327015600,Республика Мордовия,72.19,Научные исследования и разработки в области естественных и технических наук прочие
197,"АО ""САНАТОРИЙ ""САРАНСКИЙ""",1326015170,Республика Мордовия,86.90.4,Деятельность санаторно-курортных организаций
198,"ГБУ РМ ""ЦЕНТР КАДАСТРОВОЙ ОЦЕНКИ""",1325031067,РЕСПУБЛИКА МОРДОВИЯ,84.11.8,"Управление имуществом, находящимся в государственной собственности"
199,"ООО ""ХОППИ ЮНИОН""",7802831436,Г.САНКТ-ПЕТЕРБУРГ,11.05,Производство пива
200,"ООО ""МЕРИДИАН""",7802451547,Г.МОСКВА,06.10.1,Добыча сырой нефти
201,"АО""НИИ""ГИРИКОНД""",7802144144,Г.САНКТ-ПЕТЕРБУРГ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
202,"ООО ""РАЗВИТИЕ САНКТ-ПЕТЕРБУРГА""",7801460683,Г.МОСКВА,06.10.1,Добыча сырой нефти
203,"ФГУП ""ВНИИХСЗР""",7723013389,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
204,"ЗПИФ прямых инвестиций ""Руснедра""",7722793640,МОСКВА ГОРОД,66.30,Деятельность по управлению фондами
205,"ЗПИФ недвижимости ""РВМ Монолит""",7722563196,Г.Москва,66.30.1,Управление инвестиционными фондами
206,"ООО ""УК ""СКАЙ ЛЭНД""",7728808029,Г.МОСКВА,69,Деятельность в области права и бухгалтерского учета
207,"АО ""МЕЖГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ РАЗВИТИЯ""",5504223661,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
208,"ООО ""ГОРОДСКИЕ ТЕХНОЛОГИИ""",3123411084,Белгородская область,52.21.29,"Деятельность вспомогательная прочая, связанная с автомобильным транспортом"
209,"ООО ""ГКС""",2315123296,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
210,"АО ""АТОМЭНЕРГОПРОМ""",7706664260,Г.МОСКВА,62.09,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая"
211,"ООО ""УЛЬТРА ФЕРТ УРАЛ""",6684039685,СВЕРДЛОВСКАЯ ОБЛАСТЬ,20.15,Производство удобрений и азотных соединений
