,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
92,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЮЖНО-МОИМСКОЕ""",7726361426,Г.МОСКВА,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
93,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""КОМПАНИЯ ПОЛЯРНОЕ СИЯНИЕ""",8300120014,МОСКОВСКАЯ ОБЛАСТЬ,06.10.1,06,Добыча сырой нефти
94,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""АГЕНТСТВО НЕДВИЖИМОСТИ ""ПОКРОВСКОЕ""",6163084777,РОСТОВСКАЯ ОБЛАСТЬ,68.10.23,68,Покупка и продажа земельных участков
95,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СЗ ""МАЛАЯ ГРУЗИНСКАЯ, 3.6""",7707802964,Г.МОСКВА,43.29,43,Производство прочих строительно-монтажных работ
96,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ИСЕТ ХОСПИТАЛИТИ""",7720395250,Г.МОСКВА,77.33,77,"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику"
97,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ГХК БОР""",2505014954,ПРИМОРСКИЙ КРАЙ,46.75,46,Торговля оптовая химическими продуктами
98,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"АО ""ПЗЦМ"", АО ""ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ""",6226006397,РЯЗАНСКАЯ ОБЛАСТЬ,24.41,24,Производство драгоценных металлов
99,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ВЕКТОР СЕЛИГЕР""",6913016308,Г.МОСКВА,68.10.1,68,Подготовка к продаже собственного недвижимого имущества
100,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО "" МЯСОПТИЦЕКОМБИНАТ "" КАНЕВСКОЙ """,2334018875,КРАСНОДАРСКИЙ КРАЙ,10.11.1,10,Производство мяса в охлажденном виде
101,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ИЗДАТЕЛЬСТВО НТИ ""СУДОСТРОЕНИЕ""",7840061259,Г.САНКТ-ПЕТЕРБУРГ,58.11,58,Издание книг
